Name,Age,Gender,12_percentage,10_percentage,CGPA,Parents_Annual_Income,Is_Car,Is_Loan_Free,Is_Passport,Is_Masters
Ishaan Desai,21,M,78.95,47.0,6.54,1341056.7867513385,N,N,Y,N
Saumya Sethi,24,F,67.57,48.02,6.95,6482369.155789618,N,Y,Y,Y
Abeer Chopra,23,M,48.3,67.62,8.99,1571880.9536128636,Y,Y,Y,N
Aarush Pandey,25,M,87.9,82.01,9.15,1899508.9734870403,Y,N,N,N
Aadhya Shah,29,F,60.8,63.15,5.95,1119403.1520059817,N,Y,N,N
Krishna Khan,28,M,45.54,56.84,7.57,95884442.45287007,Y,N,Y,Y
Vanya Pathak,24,F,51.18,58.51,7.66,264424.63701047096,N,N,N,N
Ayaan Shah,30,M,90.13,59.1,7.87,1810306.2469634153,Y,Y,Y,N
Mohammed Khan,24,M,95.05,97.33,9.02,744187.3875964221,Y,Y,N,N
Vani Das,22,F,81.98,52.72,9.24,4080310.352290336,Y,N,Y,N
Reyansh Chauhan,24,M,46.4,68.35,6.2,502669.88627613994,Y,Y,N,N
Chirag,28,M,81.82,86.29,5.92,983567.0158373612,N,Y,Y,N
Aarohi Choudhury,22,F,53.23,95.63,7.78,7131362.749811575,N,Y,Y,Y
Sai Sethi,26,M,95.73,86.33,9.45,1822622.2111245713,Y,N,N,N
Reyansh Rao,25,M,57.25,78.23,8.16,1161933.3384341598,Y,N,N,N
Mishka,29,F,60.24,79.53,9.45,1075840.1780762016,Y,Y,Y,N
Pihu Chauhan,26,F,89.79,77.39,7.74,6003434.506014915,Y,N,N,Y
Kabir Gupta,26,M,95.66,92.78,6.45,369242.8581845773,N,Y,N,Y
Dev Joshi,21,M,50.09,93.96,5.54,8601452.43951063,Y,Y,N,Y
Advik Yadav,27,M,87.98,81.68,7.93,1537157.4981560295,N,N,N,N
Aarav Sharma,27,M,96.24,57.87,8.42,5736819.050006662,N,N,Y,Y
Saumya Chopra,28,F,94.87,65.94,6.8,79761157.87437962,Y,N,N,Y
Rudra Patel,23,M,92.44,79.38,5.54,758086.1966295143,N,N,N,N
Veer Goswami,29,M,66.53,43.54,7.95,219218.6908622376,N,N,Y,N
Sahana Mishra,26,F,60.77,70.16,7.64,900703.3139658013,N,Y,N,N
Pranav,24,M,85.38,65.47,7.19,6220177.194216996,N,N,N,Y
Riya,25,F,43.94,53.28,9.63,6365656.344613572,N,Y,N,Y
Mishka Chauhan,22,F,63.84,94.22,5.79,5560998.839918024,N,N,Y,Y
Ishika Desai,25,F,50.78,89.3,7.47,8746004.349678643,N,N,N,Y
Riya Agarwal,30,F,80.73,72.94,6.75,8715093.478338867,N,Y,N,Y
Reyansh,22,M,62.66,70.43,8.81,1651972.0582449778,N,N,Y,N
Ira,25,F,99.45,46.99,6.89,5108566.871268452,N,N,Y,Y
Avni,25,F,54.57,40.42,8.02,9313858.18380569,Y,Y,Y,Y
Aaradhya Patel,30,F,58.36,65.53,5.81,9742556.067635184,N,N,N,Y
Vihaan Mishra,22,M,96.2,94.36,7.45,867419.0889523802,Y,Y,Y,N
Aarush,24,M,89.72,63.25,9.68,6875413.675178769,Y,Y,Y,Y
Sahana Bose,28,F,77.87,42.19,9.43,5558655.284689954,N,N,Y,Y
Tara,27,F,59.95,74.35,7.98,1713011.9876523144,N,Y,N,N
Ayaan Mishra,29,M,90.38,54.24,8.96,1117041.753258874,N,N,N,Y
Sai Mishra,30,M,47.22,76.62,9.22,1186813.984440939,N,Y,Y,N
Atharva Desai,30,M,80.26,51.79,5.87,3103757.901248612,Y,Y,Y,N
Tara Verma,23,F,82.02,69.83,7.11,326396.4919923121,Y,N,N,N
Anaya Shah,23,F,42.41,49.08,7.8,9150145.452967772,N,N,N,Y
Aanya Bose,22,F,65.42,83.26,6.1,2962683.636381745,N,N,N,Y
Tara Choudhury,29,F,48.31,68.27,8.26,319393.34212287696,Y,Y,Y,N
Rudra Bose,27,M,75.38,45.41,8.29,1431511.541637902,Y,N,Y,N
Aaradhya Khan,30,F,55.45,62.36,9.52,9603940.283496952,N,Y,Y,Y
Navya Sharma,23,F,63.91,43.67,5.52,1499009.0242855686,Y,N,N,N
Saanvi Thakur,29,F,84.37,86.83,8.11,4119590.852199128,N,N,Y,Y
Aarav Shah,22,M,48.11,44.85,5.95,8036680.533142323,Y,Y,Y,N
Chirag Bhatia,26,M,44.5,53.07,5.59,1077537.3342098056,N,Y,N,N
Kian,27,M,82.26,43.44,6.43,6199009.661271215,Y,Y,Y,N
Shaurya,22,M,52.08,95.55,6.84,9268710.104002757,Y,Y,N,Y
Anaya Desai,29,F,58.16,76.36,9.8,1730737.711637176,Y,N,N,N
Ahaan Reddy,28,M,53.22,49.16,6.12,6858317.953224403,N,Y,N,Y
Aarohi,25,F,47.62,79.03,8.17,848230.2162586707,N,Y,Y,N
Siya Rao,29,F,80.61,66.97,7.47,227302.01936790269,N,Y,Y,N
Advik Chopra,25,M,77.42,88.78,5.57,812958.9799653989,Y,N,N,N
Vanya Desai,30,F,99.11,47.28,7.22,6966047.796619679,Y,N,Y,Y
Sai Kumar,23,M,93.06,94.5,5.81,7989431.2519621365,Y,Y,Y,Y
Trisha Mishra,21,F,55.17,88.71,5.84,995960.8268160974,Y,Y,N,N
Anika Joshi,22,F,69.61,54.0,8.92,708182.5513188862,N,N,Y,N
Shanaya Goswami,23,F,72.0,58.53,6.57,855434.1515855542,Y,Y,Y,N
Tara Bose,22,F,40.19,47.73,5.6,4887466.020033634,Y,N,Y,Y
Ahaan Mishra,28,M,59.5,59.32,8.28,809291.413168374,Y,N,Y,N
Ahaan Desai,21,M,43.81,72.15,7.02,8958976.321971063,N,Y,N,Y
Anaisha Kumar,23,F,83.73,67.02,9.0,2305611.983104763,N,Y,N,Y
Pihu,30,F,89.79,40.58,9.67,210378.9566775515,N,N,N,N
Shaurya Khan,28,M,90.84,97.17,8.81,3524891.8583825217,N,N,Y,N
Atharva Reddy,24,M,58.13,53.92,9.06,9875538.884173848,Y,Y,N,N
Aadi,27,M,86.79,74.18,6.87,6870847.664916278,N,Y,N,Y
Ahaan Goswami,23,M,99.38,54.38,8.67,3546461.060305515,Y,N,Y,Y
Anaisha Mishra,22,F,79.2,56.75,8.3,1786588.347933752,N,N,Y,N
Aanya Chauhan,22,F,66.5,94.02,6.11,9437908.189097025,N,N,Y,Y
Ansh Thakur,29,M,75.58,50.56,9.75,4968283.273770988,Y,N,N,Y
Pranav Chopra,27,M,85.65,84.16,9.05,7870831.190765131,N,N,N,Y
Saumya Goswami,22,F,63.79,57.34,6.49,4542258.596507132,Y,Y,Y,Y
Ahaan Gupta,22,M,85.42,95.48,7.34,1293294.9516631188,N,Y,Y,N
Advik Malhotra,30,M,71.77,58.23,5.87,481277.12762307114,Y,N,Y,N
Reyansh Patel,24,M,88.52,77.24,8.75,2479391.3983930335,N,Y,N,Y
Anaisha Desai,28,F,82.46,57.21,9.68,4587296.05173679,Y,N,N,Y
Ishaan Gupta,22,M,69.84,65.97,7.37,549209.4341241568,N,Y,Y,N
Krishna Srivastava,24,M,45.27,94.02,8.46,9034166.017732782,Y,N,N,Y
Riddhi,24,F,55.44,81.78,9.25,857060.1013899014,N,N,N,N
Anaisha Thakur,21,F,75.24,45.01,9.19,2625124.8773864247,N,N,N,Y
Sai,27,M,97.84,72.52,9.57,2560377.5607817117,Y,N,Y,Y
Vihaan Pathak,29,M,56.51,93.86,5.89,9274150.012851447,Y,Y,N,Y
Ahaan Bhatia,30,M,41.69,48.91,6.38,8283250.010430192,Y,N,Y,Y
Mishka Goswami,23,F,44.21,43.72,8.17,1876189.890601182,Y,Y,N,N
Anaisha Pandey,24,F,65.32,40.8,8.83,5630197.141309728,N,Y,Y,Y
Saanvi Goswami,26,F,76.85,44.15,6.02,482603.9951957967,N,Y,Y,N
Kian Desai,26,M,87.44,46.0,7.81,1601024.8525176318,Y,N,Y,N
Sara,28,F,69.98,82.43,7.33,9405143.490965601,N,N,Y,Y
Vivaan Verma,21,M,91.22,46.64,9.78,9491422.6606517,N,N,Y,N
Prisha Bose,29,F,66.3,64.57,6.95,1826495.1411438708,Y,Y,Y,N
Anika Nair,30,F,89.95,67.72,7.57,475715.26970017893,Y,Y,Y,Y
Vihaan Das,21,M,66.81,66.98,8.68,1157105.6362606313,Y,N,N,N
Anaisha Sethi,26,F,41.26,77.37,7.82,305152.93311323726,N,N,N,N
Advik Choudhury,23,M,89.55,97.93,9.21,1245952.1128828186,Y,Y,Y,Y
Anaya Chopra,23,F,83.31,66.68,8.6,5748687.44376424,N,N,N,Y
Kabir Patel,28,M,69.75,69.82,6.4,65009206.85057676,Y,N,Y,Y
Aarya Chopra,23,F,62.94,82.45,9.15,2985341.842071566,N,Y,Y,Y
Shaurya Reddy,23,M,48.65,71.06,8.73,9818574.45146033,Y,N,Y,N
Saanvi Khan,23,F,42.57,69.09,9.59,1393475.7582412625,N,N,N,N
Arjun Sharma,22,M,57.54,44.47,5.65,1515388.6695249493,N,Y,N,N
Sai Nair,25,M,94.67,44.07,9.27,1798524.523765794,Y,Y,Y,Y
Ishaan Sethi,27,M,71.99,91.91,6.34,330945.19406604394,Y,N,N,Y
Kiara Yadav,28,F,67.33,80.58,7.85,733555.8137223322,Y,N,N,N
Pranav,22,M,44.17,59.53,6.57,3620896.47147341,Y,Y,N,Y
Abeer,30,M,94.24,71.16,7.56,1425430.4177491702,N,N,N,N
Riya Gupta,30,F,43.84,60.25,8.89,2228094.810873242,N,Y,N,Y
Vani Yadav,24,F,91.15,47.95,5.51,1674895.6564391218,Y,N,N,N
Trisha Gupta,22,F,46.01,45.01,7.3,733443.8339552496,Y,N,N,N
Shanaya Sethi,29,F,66.18,96.58,9.18,397252.4887321244,Y,N,Y,N
Aarush Singh,23,M,99.49,58.33,6.57,594143.1811020363,N,N,N,N
Chirag Patel,26,M,87.41,98.48,6.08,1234637.440945068,Y,Y,N,N
Vani Mishra,24,F,85.33,83.21,7.86,6038138.5215262,N,Y,N,Y
Pihu Sethi,21,F,96.11,72.96,6.02,5794847.680807822,Y,Y,Y,Y
Mishka,28,F,61.14,76.12,6.01,1231092.4547970532,Y,N,Y,N
Anaya Joshi,22,F,48.72,54.84,7.12,1635252.770642,Y,N,N,N
Ayaan Patel,27,M,88.75,86.18,6.96,1197920.6249056803,Y,N,N,N
Sai Singh,22,M,75.52,48.92,9.09,258439.67622606267,Y,Y,N,N
Kian Verma,23,M,78.25,53.57,8.26,5461673.9607924055,N,N,Y,Y
Veer Singh,22,M,92.94,60.98,7.02,4430446.740921811,Y,Y,Y,Y
Navya Thakur,28,F,59.43,96.17,9.4,7458397.89438969,Y,N,N,Y
Arjun Roy,22,M,67.98,60.44,6.66,8298934.945408726,Y,N,Y,Y
Tara Verma,24,F,57.98,49.99,6.78,973102.9623496515,Y,N,Y,N
Avni Bose,23,F,54.08,93.72,8.02,99547906.11879101,N,Y,N,Y
Myra Chauhan,22,F,92.92,53.24,8.94,4922856.7398404665,N,N,Y,Y
Ishika Pathak,29,F,79.24,43.83,8.91,4861082.970794112,Y,Y,N,Y
Anika Chopra,23,F,82.63,83.43,7.27,50801753.58825399,Y,Y,Y,Y
Prisha Agarwal,23,F,59.86,86.29,5.82,7000244.543317578,Y,Y,Y,Y
Ahaan Bhatia,27,M,80.79,79.26,9.28,880280.8375822308,N,Y,N,N
Saanvi Malhotra,26,F,70.55,89.37,8.95,8623344.52262021,Y,Y,N,N
Advik Kumar,23,M,96.36,69.91,6.72,3098781.0170226847,Y,N,N,Y
Advik Sharma,26,M,90.0,78.2,8.34,7060729.69201269,Y,N,N,N
Kian Rao,30,M,83.41,81.5,8.65,1176807.6357768388,N,Y,Y,N
Navya Nair,21,F,53.97,96.61,9.42,1354247.9149901173,Y,Y,Y,N
Anaisha Verma,27,F,52.9,51.05,5.91,7514259.794051148,N,N,Y,Y
Anaya,27,F,67.35,90.61,5.55,5993561.027049208,Y,Y,Y,Y
Prisha Gupta,26,F,45.74,74.0,9.47,1875914.4125443066,N,Y,N,N
Trisha Joshi,26,F,69.63,58.69,6.46,8480974.030152872,Y,Y,N,Y
Rudra Kumar,22,M,93.81,95.09,9.54,3488767.4249862256,Y,Y,Y,Y
Veer Das,23,M,73.81,62.6,6.43,7677580.573035244,N,N,N,Y
Anika Nair,26,F,50.2,40.03,9.12,1969580.9860105456,Y,Y,N,N
Riya Sethi,24,F,70.48,69.43,8.23,781302.4110358099,Y,Y,Y,N
Dhruv Yadav,22,M,42.0,55.48,5.89,829431.0757452083,N,Y,N,N
Prisha Patel,30,F,65.11,47.38,5.52,5951072.459164796,Y,Y,Y,Y
Ahaan Sharma,27,M,90.76,94.06,9.69,5801643.593254256,N,N,Y,Y
Riya,24,F,49.86,73.26,7.98,1636367.0883781544,Y,N,Y,Y
Vanya Gupta,23,F,45.92,78.92,9.26,9112247.896639425,N,N,N,Y
Rudra,23,M,42.67,84.64,5.71,499136.87005540606,Y,N,Y,N
Anika Rao,30,F,99.3,85.77,6.11,761000.9884868508,Y,N,Y,N
Aarohi Srivastava,25,F,61.09,76.73,7.13,2851451.9637307217,Y,Y,N,Y
Atharva Pathak,29,M,90.14,47.61,9.57,7930520.9546034355,Y,N,N,Y
Anaisha,24,F,67.6,78.61,8.7,7455050.882557485,Y,Y,Y,Y
Vani Yadav,28,F,88.48,40.16,7.93,1355171.060107596,Y,Y,Y,N
Vivaan,24,M,60.96,71.14,9.77,8809719.449410938,Y,Y,N,N
Vani Rao,30,F,70.93,51.52,6.72,9854021.561010301,N,Y,N,Y
Pranav,21,M,79.88,86.09,8.71,7211846.904184246,N,Y,N,Y
Riya Pathak,25,F,58.16,90.15,6.82,9138415.819493169,N,N,Y,Y
Tara,25,F,75.77,40.06,8.22,9544643.913763726,N,N,Y,Y
Advik Sharma,24,M,45.13,74.04,6.42,1451078.552312471,N,N,N,N
Vani Kumar,25,F,72.92,60.28,9.33,485916.89827381773,Y,Y,N,N
Trisha Bhatia,25,F,90.99,68.66,5.89,4534252.378426917,N,N,N,Y
Ira Yadav,22,F,76.35,51.93,8.64,1600088.9681591159,Y,N,N,N
Ansh Choudhury,28,M,65.01,67.08,7.04,1077757.9693379623,N,N,Y,N
Ishaan Nair,22,M,78.53,79.93,8.03,326661.63214908686,Y,N,Y,Y
Aarush Verma,28,M,97.07,46.86,7.67,1218934.007523725,Y,Y,Y,N
Ishaan Nair,28,M,99.34,95.12,9.46,3953757.2661210243,N,N,Y,Y
Diya Agarwal,21,F,56.72,73.0,9.38,3552960.1002871683,Y,N,Y,Y
Mohammed Kumar,28,M,64.22,92.2,9.32,1293591.733501548,N,N,Y,N
Vani Sethi,21,F,78.49,80.7,7.56,4252085.086060757,N,Y,Y,N
Trisha Roy,24,F,72.03,94.64,8.68,6150200.102919117,Y,Y,Y,Y
Yash Sethi,21,M,90.5,83.05,7.36,6138831.059277768,N,Y,N,N
Ansh Roy,23,M,53.57,95.57,9.32,8770128.968808629,N,Y,N,N
Aryan Verma,21,M,92.61,79.57,6.87,50108400.445285775,N,Y,Y,Y
Kiara Singh,25,F,61.13,96.99,8.74,1226737.996604312,Y,N,Y,N
Aadi Yadav,26,M,66.58,43.54,7.1,4307864.208388934,N,Y,Y,Y
Saanvi Agarwal,22,F,45.04,50.27,8.46,385483.4405623374,N,N,Y,N
Anaya Khan,27,F,94.14,94.62,8.37,9845949.78592699,Y,N,N,Y
Prisha Das,26,F,42.98,54.38,7.2,1508100.889475625,Y,N,N,N
Aadhya,28,F,91.3,67.71,9.03,4548157.255753944,N,N,Y,Y
Abeer Bose,28,M,72.24,62.02,7.5,9945780.46934892,Y,N,N,Y
Aryan,29,M,98.97,46.59,8.03,7719118.761194977,N,Y,Y,Y
Aarohi Rao,22,F,60.8,67.83,7.76,1915766.1746478118,Y,N,Y,N
Reyansh Bhatia,21,M,78.33,55.99,9.42,1586128.5198311287,N,N,Y,N
Rudra,29,M,49.89,72.72,6.06,704994.3584524724,N,N,Y,N
Yash Reddy,25,M,40.22,83.54,8.97,4837154.748428368,N,N,Y,N
Myra,30,F,58.54,41.28,8.19,8067213.619416294,Y,Y,Y,Y
Vanya Chopra,24,F,60.07,41.78,7.5,29288834.763151903,Y,Y,N,Y
Navya Sethi,22,F,56.74,80.78,9.41,1983473.993211426,Y,Y,Y,N
Chirag Chopra,28,M,73.31,78.15,5.99,5108080.126322295,Y,Y,N,Y
Arjun Gupta,24,M,77.4,84.75,9.13,1768270.5426432535,Y,Y,Y,Y
Vihaan Nair,30,M,55.15,52.38,7.2,6483888.990465026,N,Y,Y,Y
Aryan,22,M,93.99,44.59,6.46,9203055.010212505,Y,Y,Y,Y
Rudra Verma,21,M,84.47,73.95,9.17,4167115.7094532726,N,N,N,Y
Advik Gupta,30,M,44.66,57.25,8.66,1313617.0023404781,N,N,N,Y
Sara,23,F,52.82,90.83,7.7,4931181.255240033,N,Y,Y,Y
Vihaan Rao,27,M,49.67,77.41,9.28,6736031.587499028,Y,Y,Y,Y
Kiara Mishra,22,F,72.84,58.2,8.26,1207438.6482879892,N,Y,Y,N
Aarohi Mishra,29,F,53.95,71.67,7.55,673097.7068450574,N,Y,N,N
Diya Nair,21,F,46.5,93.28,9.35,82471820.36399855,N,Y,Y,Y
Diya Nair,25,F,76.92,82.7,6.04,9525662.845296457,Y,Y,N,Y
Anaisha Rao,24,F,54.86,77.59,5.86,8950293.987670247,N,Y,N,Y
Dhruv Das,22,M,90.1,94.47,8.67,1609348.7849809488,Y,N,Y,N
Aaradhya Pathak,24,F,79.01,40.86,8.06,7741609.925155919,N,Y,N,Y
Arjun Pathak,24,M,76.44,82.09,7.93,960593.02587352,N,N,Y,N
Aarav Roy,22,M,89.34,57.1,5.82,5712883.957661824,Y,N,Y,N
Anika Verma,30,F,42.86,96.25,7.14,1595931.9139905514,N,N,N,N
Riya Agarwal,24,F,94.61,75.55,9.61,1105785.3020054065,Y,Y,Y,N
Shanaya Chauhan,25,F,91.51,51.98,9.42,7172428.049070814,N,N,N,Y
Aarya Mishra,26,F,61.46,92.89,6.42,382713.6390514838,Y,N,N,N
Shanaya Verma,28,F,70.16,53.14,6.41,3135160.109500388,N,Y,N,Y
Anika Chauhan,25,F,96.22,90.73,7.38,3871186.7711434616,N,Y,Y,N
Aarya Yadav,27,F,55.26,75.38,5.93,1005723.025620498,N,Y,N,N
Sai Pandey,24,M,54.03,88.01,8.28,4099887.7385886027,Y,N,N,N
Saanvi Chauhan,28,F,50.59,44.54,8.78,5713482.711859232,N,Y,N,Y
Mishka Nair,23,F,55.43,67.06,9.12,1396650.6555883582,N,N,Y,N
Ahaan Srivastava,21,M,98.74,86.0,8.57,1648192.8423834024,N,Y,Y,N
Sai Agarwal,21,M,61.53,86.67,6.12,276714.53258075623,N,N,N,N
Reyansh Singh,24,M,43.17,72.66,7.45,2996602.698940988,Y,Y,N,Y
Riya Patel,28,F,41.24,74.82,9.83,2905346.316296617,N,N,N,Y
Tara Shah,30,F,94.14,53.08,7.24,642429.0240294512,Y,N,Y,N
Rudra Pandey,30,M,85.68,85.65,8.08,1820651.0682781946,Y,Y,N,N
Ayaan Kumar,28,M,55.0,43.31,6.8,336103.930509691,Y,Y,N,N
Kiara Roy,30,F,68.0,41.11,6.67,8914988.082913732,Y,N,N,Y
Anika Reddy,23,F,69.24,95.38,6.43,1701130.1613905516,N,N,Y,N
Trisha Gupta,30,F,98.73,94.51,7.72,1837238.7709655082,N,N,Y,N
Chirag Roy,24,M,99.1,94.44,8.27,8923916.395188086,N,N,N,N
Tara Goswami,30,F,62.1,44.63,5.89,418651.91118381807,N,Y,Y,N
Ansh,23,M,43.55,58.22,7.93,78713560.22369975,Y,Y,Y,Y
Pihu Sharma,25,F,48.55,51.74,6.34,417410.69964790856,N,Y,Y,N
Shaurya Shah,27,M,89.19,71.98,6.73,7981673.437684583,N,N,Y,Y
Reyansh Patel,23,M,70.09,54.01,7.78,5115369.077174894,N,Y,Y,N
Vani Agarwal,25,F,63.41,73.19,7.89,987736.0652046847,Y,N,N,N
Myra Pathak,23,F,45.57,79.8,8.78,559174.9380512083,Y,Y,N,N
Ira Thakur,21,F,64.53,61.69,9.84,8719502.112031182,Y,Y,Y,N
Aarav Reddy,22,M,74.17,82.28,9.37,2662337.6313614724,Y,Y,N,Y
Aanya Desai,24,F,73.32,60.95,9.73,280502.7125611637,N,Y,Y,N
Prisha,28,F,52.96,51.71,8.26,213175.92593890842,Y,Y,N,N
Riya Bose,26,F,63.25,60.54,6.39,5414898.268047988,N,N,Y,Y
Rudra Nair,26,M,50.62,57.0,7.48,6714209.84059063,N,N,N,Y
Shaurya Chopra,23,M,79.26,68.86,7.66,1242608.7576696682,Y,N,N,N
Sahana Shah,26,F,70.07,65.68,8.14,579790.9604172558,N,N,N,N
Vihaan Patel,27,M,56.32,45.38,7.98,7959211.280515737,N,N,N,Y
Aryan Agarwal,22,M,42.91,88.14,8.61,579457.7445283954,Y,Y,Y,N
Aarush Desai,21,M,95.11,74.06,7.94,5611888.589998857,N,N,N,Y
Anay Sharma,24,M,59.44,88.11,7.52,207517.55121057312,Y,Y,Y,N
Ahaan Singh,23,M,68.06,47.99,6.87,1747899.5010922742,Y,N,N,N
Sahana Desai,27,F,58.19,67.25,8.27,435860.9608432015,N,N,N,N
Reyansh Choudhury,23,M,99.49,45.7,7.82,5711945.97705359,N,N,Y,N
Trisha Kumar,27,F,98.58,51.73,9.13,402609.9739816505,N,N,N,N
Ira Bhatia,23,F,65.98,68.9,6.46,1048795.422992948,Y,Y,N,N
Ira Desai,30,F,93.14,82.0,7.37,6809606.823260838,Y,Y,Y,N
Pranav Bose,22,M,75.96,81.13,7.51,6906546.472207372,Y,Y,Y,Y
Ishika Joshi,27,F,83.83,72.1,9.58,2516644.0929823136,Y,Y,N,Y
Kabir,22,M,81.67,62.08,8.21,1968132.9654877859,Y,Y,N,Y
Anaya,23,F,72.05,89.02,6.1,88337631.44895875,Y,Y,N,Y
Pranav Bose,23,M,89.56,98.3,7.12,4590140.8940466065,Y,N,N,N
Vanya Sethi,24,F,79.76,76.33,8.14,335988.941981855,Y,N,Y,N
Ira,27,F,46.29,50.47,7.65,1935412.9955432375,N,Y,Y,N
Vivaan Agarwal,29,M,40.39,89.64,6.29,819013.8256614744,Y,N,Y,N
Mohammed Agarwal,22,M,40.12,50.93,5.56,803081.8572178605,N,Y,N,N
Shaurya Singh,30,M,98.95,51.06,6.31,8901107.687988702,N,N,N,Y
Pihu Goswami,21,F,95.26,74.26,6.2,4786200.000189548,N,N,N,Y
Anaisha Choudhury,27,F,87.05,83.68,8.57,9751579.767302817,Y,N,N,Y
Ritvik Malhotra,24,M,74.5,62.55,7.91,1287734.9861294245,Y,Y,N,N
Kian Singh,24,M,78.89,71.56,6.73,684719.5481442902,Y,Y,Y,Y
Trisha Bose,22,F,67.84,50.23,8.89,9654792.270950556,Y,Y,N,Y
Shanaya Rao,27,F,63.36,72.86,6.08,1703362.3717850344,N,N,N,N
Pihu Desai,28,F,49.83,88.3,9.04,1194525.7862195736,N,N,Y,N
Prisha Pathak,30,F,69.66,79.06,9.18,506965.3025265623,N,Y,N,N
Dhruv Nair,25,M,91.79,44.63,6.1,283285.1991839667,Y,N,Y,N
Vanya Patel,23,F,74.37,83.45,7.2,1626244.1533108028,N,Y,Y,N
Rudra Joshi,30,M,98.99,68.09,9.18,598983.4019509447,N,N,Y,N
Pihu,23,F,76.81,62.53,7.2,9015003.725123795,N,N,Y,Y
Prisha Bose,27,F,87.42,48.87,6.22,1233335.7539201435,Y,N,N,N
Navya Patel,26,F,52.45,85.39,9.01,258952.98850645946,N,N,N,N
Aryan Reddy,22,M,60.61,89.79,7.65,3972159.8976841033,N,Y,N,Y
Saanvi Pandey,25,F,46.65,65.95,6.34,1061062.3198799845,Y,N,N,N
Dhruv Yadav,25,M,64.87,48.73,8.39,5385032.239221849,N,N,N,Y
Vani Bose,21,F,69.5,87.22,6.08,2370172.9145142464,Y,Y,Y,N
Ira Nair,27,F,48.37,99.26,5.99,322277.43342867435,Y,N,N,N
Aarohi Roy,21,F,68.09,82.22,6.03,7944865.264960464,Y,N,Y,Y
Tara Reddy,22,F,98.74,79.04,5.95,1643730.3209194704,N,N,Y,N
Vihaan Pandey,21,M,61.32,67.43,9.2,4821370.807028866,N,Y,Y,N
Tara Sharma,23,F,75.41,81.2,6.43,3444827.5389254927,N,Y,N,Y
Aarohi,28,F,52.46,68.23,9.59,458827.2937811057,Y,N,Y,Y
Anay Mishra,22,M,77.86,69.96,6.47,3823070.8106507105,N,Y,Y,Y
Saanvi Joshi,21,F,52.87,96.54,6.71,5227379.950125764,Y,N,Y,Y
Vihaan Rao,25,M,75.42,58.82,6.97,4391869.033893876,Y,N,N,Y
Aryan Shah,25,M,86.59,92.45,9.85,3185287.316309517,N,Y,N,Y
Ritvik Agarwal,30,M,70.21,52.78,6.39,3582351.229188085,N,N,N,Y
Riddhi Kumar,30,F,78.35,47.11,7.08,1850880.2977654922,N,Y,N,N
Shaurya Verma,22,M,42.1,80.69,7.3,1434243.502593867,N,N,Y,N
Myra,21,F,92.31,74.22,7.58,4966459.772189073,N,Y,Y,N
Kian Joshi,21,M,52.22,70.81,9.29,1434499.5702226812,N,N,N,Y
Anika Shah,25,F,78.91,69.67,6.62,6086317.816450782,N,N,Y,Y
Siya Das,22,F,78.56,98.78,7.78,8552286.525651481,N,N,Y,Y
Vihaan Singh,24,M,87.71,64.17,8.92,1495060.1463815647,N,Y,Y,Y
Diya Mishra,26,F,53.0,67.62,7.1,646269.1849545061,N,N,Y,N
Dhruv,26,M,72.8,85.12,6.17,4760632.66031795,N,Y,N,Y
Trisha Joshi,21,F,49.12,76.89,7.65,7422164.503885442,N,Y,Y,Y
Trisha Choudhury,28,F,74.59,97.7,9.15,1356007.7404568377,N,N,N,N
Pranav Pandey,24,M,98.95,61.61,9.23,47113840.06708745,Y,N,Y,Y
Siya Malhotra,24,F,57.58,73.73,6.47,278900.68921757827,Y,N,Y,N
Kabir Agarwal,23,M,57.82,72.96,6.85,9311808.837671624,Y,N,N,Y
Ishaan Reddy,24,M,78.56,96.95,6.14,9830219.02029956,Y,Y,N,Y
Aarohi Sethi,26,F,40.3,55.68,9.69,1402934.8426400619,N,Y,N,N
Atharva Patel,26,M,55.05,56.74,7.43,7609530.180404133,Y,Y,Y,Y
Anaya Joshi,30,F,94.22,54.89,5.51,9390427.868238265,Y,N,N,Y
Sai Joshi,26,M,94.24,41.63,6.37,380074.27785820817,N,N,Y,Y
Anaya Chauhan,26,F,68.77,47.82,7.85,2674249.013720039,N,Y,Y,Y
Aarohi Chauhan,29,F,85.58,61.12,9.77,376051.38051197375,N,Y,Y,N
Aanya Agarwal,26,F,52.03,67.76,8.16,1997744.4947870881,N,Y,Y,N
Advik,21,M,41.94,41.88,5.51,7847655.930522293,Y,N,N,Y
Riddhi Chopra,30,F,73.95,74.85,8.01,2025915.6398151785,N,Y,Y,Y
Kabir Sharma,26,M,40.39,55.24,6.38,680521.8910279858,N,Y,N,N
Pranav Rao,28,M,40.69,93.4,8.83,398911.6873287811,N,N,Y,N
Prisha,27,F,56.98,94.06,9.81,894228.4367503036,N,Y,Y,N
Ishaan,27,M,96.81,73.77,6.06,1546404.8842336575,Y,N,Y,N
Dev Choudhury,23,M,41.9,64.17,8.98,1850039.750987347,N,Y,N,N
Aarya Sharma,30,F,77.82,99.13,9.48,1641508.7838511113,Y,N,Y,N
Ishaan Mishra,22,M,52.65,61.29,8.19,8557153.990151023,N,Y,N,Y
Saumya Bhatia,22,F,63.95,73.23,7.71,9566224.779663188,Y,Y,Y,N
Trisha Patel,30,F,65.33,93.9,9.19,3650507.092658888,Y,Y,N,Y
Prisha Das,22,F,41.47,78.62,9.58,9743407.626229947,Y,Y,Y,N
